"结果  :  新查询"
"保存时间:11/20/2020 12:34:27"

"用户名:ly_wy_zuoxiaolin"

"总共 7,456    条"

"开始时间","周期（分钟）","网元名称","小区","小区PDCP层所发送的下行数据的总吞吐量 (比特)","小区PDCP层所接收到的上行数据的总吞吐量 (比特)","小区内的最大用户数 (无)","小区内的平均用户数 (无)","RRC连接请求次数（包括重发） (无)","RRC连接建立完成次数 (无)","E-RAB建立尝试总次数 (无)","E-RAB建立成功总次数 (无)","eNodeB发起的S1 RESET导致的UE Context释放次数 (无)","UE Context异常释放次数 (无)","eNodeB等待初始上下文建立请求超时触发的UE Context释放次数 (无)","UE Context建立成功总次数 (无)","小区遗留UE Context个数 (无)","eNodeB间同频切换出成功次数 (无)","eNodeB间异频切换出成功次数 (无)","eNodeB内同频切换出成功次数 (无)","eNodeB内异频切换出成功次数 (无)","eNodeB间同频切换出尝试次数 (无)","eNodeB间异频切换出尝试次数 (无)","eNodeB内同频切换出执行次数 (无)","eNodeB内异频切换出执行次数 (无)","通过重建回源小区的eNodeB内异频切换出执行成功次数 (无)","通过重建回源小区的eNodeB内同频切换出执行成功次数 (无)","通过重建回源小区的eNodeB间异频切换出执行成功次数 (无)","通过重建回源小区的eNodeB间同频切换出执行成功次数 (无)","PRB利用率下行 (无)","PRB利用率上行 (无)","上行PUSCH的Physical Resource Block被使用的平均个数 (无)","上行可用的PRB个数 (无)","下行Physical Resource Block被使用的平均个数 (无)","下行可用的PRB个数 (无)","QCI为1的业务E-RAB建立尝试次数 (无)","QCI为1的业务E-RAB建立成功次数 (无)","eNodeB触发的QCI为1的业务E-RAB异常释放次数 (无)","切换出QCI为1的E-RAB异常释放次数 (无)","QCI为1的遗留E-RAB个数 (无)","QCI为1的切换入E-RAB成功建立次数 (无)","eNodeB发起的S1 RESET导致的QCI为1的E-RAB异常释放次数 (无)","资源分配失败而导致RRC连接建立失败次数 (无)"
11/20/2020 12:00:00,15,"洛阳栾川石庙F-HLH","eNodeB名称=洛阳栾川石庙F-HLH, 本地小区标识=1, 小区名称=洛阳栾川石庙F-HLH-2, eNodeB标识=254582, 小区双工模式=CELL_TDD, 小区标识=1",323359904,34221104,13,5.021,301,301,299,299,0,0,0,177,6,41,1,0,0,41,1,0,0,0,0,0,0,0.053,0.037,3.71,100,5.32,100,3,3,0,0,0,5,0,0
11/20/2020 12:00:00,15,"洛阳栾川农行F-HLH","eNodeB名称=洛阳栾川农行F-HLH, 本地小区标识=12, 小区名称=洛阳栾川农行-HFHH-1, eNodeB标识=245780, 小区双工模式=CELL_FDD, 小区标识=12",744027576,42928600,10,5.763,101,101,187,187,0,0,0,98,4,2,9,32,19,2,9,32,19,0,0,0,0,0.073,0.041,2.046,50,3.647,50,3,3,0,0,0,16,0,0
11/20/2020 12:00:00,15,"洛阳嵩县白河南F-HLH","eNodeB名称=洛阳嵩县白河南F-HLH, 本地小区标识=12, 小区名称=洛阳嵩县白河南-HEHH-1, eNodeB标识=103824, 小区双工模式=CELL_FDD, 小区标识=76",3393421704,304358168,29,18.646,722,722,1320,1320,0,0,0,713,20,247,8,78,0,247,8,78,0,0,0,0,0,0.149,0.035,3.545,100,14.858,100,26,26,0,0,4,55,0,0
11/20/2020 12:00:00,15,"洛阳嵩县宇和公寓1E-HLW","eNodeB名称=洛阳嵩县宇和公寓1E-HLW, 本地小区标识=0, 小区名称=洛阳嵩县宇和公寓单路E-HLW, eNodeB标识=273886, 小区双工模式=CELL_TDD, 小区标识=144",1034953000,83388576,12,6.806,252,252,449,449,0,0,0,249,12,16,23,0,0,16,23,0,0,0,0,0,0,0.049,0.04,3.984,100,4.858,100,6,6,0,0,1,0,0,0
11/20/2020 12:00:00,15,"洛阳嵩县上瑶合并站F-HLH","eNodeB名称=洛阳嵩县上瑶合并站F-HLH, 本地小区标识=0, 小区名称=洛阳嵩县上瑶合并站F-HLH-1, eNodeB标识=125715, 小区双工模式=CELL_TDD, 小区标识=0",4072544304,144710928,18,11.087,266,266,340,340,0,0,0,201,10,186,0,11,0,186,0,11,0,0,0,0,0,0.22,0.088,8.798,100,21.993,100,2,2,0,0,0,10,0,0
11/20/2020 12:00:00,15,"洛阳嵩县阎庄店上F-HLH","eNodeB名称=洛阳嵩县阎庄店上F-HLH, 本地小区标识=1, 小区名称=洛阳嵩县阎庄店上F-HLH-2, eNodeB标识=102650, 小区双工模式=CELL_TDD, 小区标识=65",5241877264,261711600,39,26.023,780,780,1347,1347,0,0,0,765,26,148,0,4,0,148,0,4,0,0,0,0,0,0.332,0.148,14.849,100,33.227,100,16,16,0,0,1,23,0,0
11/20/2020 12:00:00,15,"洛阳栾川樊营安置小区1E-HLW","eNodeB名称=洛阳栾川樊营安置小区1E-HLW, 本地小区标识=0, 小区名称=洛阳栾川樊营安置小区A单E-HLW, eNodeB标识=12151, 小区双工模式=CELL_TDD, 小区标识=144",279906728,21326480,7,2.181,117,117,203,203,0,0,0,115,1,21,33,3,0,21,33,3,0,0,0,0,0,0.022,0.01,1.02,100,2.235,100,0,0,0,0,0,0,0,0
11/20/2020 12:00:00,15,"洛阳栾川蛮营F-HLH","eNodeB名称=洛阳栾川蛮营F-HLH, 本地小区标识=13, 小区名称=洛阳栾川蛮营FDD1800-HLH-2, eNodeB标识=11188, 小区双工模式=CELL_FDD, 小区标识=141",9290440184,1001046272,54,40.452,1421,1421,2194,2192,0,0,0,1230,38,358,109,6,0,358,109,6,0,0,0,0,0,0.513,0.169,16.901,100,51.348,100,42,42,0,0,6,88,0,0
11/20/2020 12:00:00,15,"洛阳栾川石庙F-HLH","eNodeB名称=洛阳栾川石庙F-HLH, 本地小区标识=2, 小区名称=洛阳栾川石庙F-HLH-3, eNodeB标识=254582, 小区双工模式=CELL_TDD, 小区标识=2",234584976,51593000,12,5.171,255,255,436,436,0,0,0,235,6,8,1,0,0,8,1,0,0,0,0,0,1,0.034,0.018,1.815,100,3.408,100,6,6,0,0,1,3,0,0
11/20/2020 12:00:00,15,"洛阳栾川农行F-HLH","eNodeB名称=洛阳栾川农行F-HLH, 本地小区标识=14, 小区名称=洛阳栾川农行-HFHH-3, eNodeB标识=245780, 小区双工模式=CELL_FDD, 小区标识=14",1414619640,169303416,23,13.644,488,487,907,907,0,0,0,466,12,7,35,22,50,7,35,22,50,0,0,0,0,0.139,0.134,6.697,50,6.945,50,15,15,0,0,0,6,0,0
11/20/2020 12:00:00,15,"洛阳西工银鑫锦绣港湾南NB900-HLH","eNodeB名称=洛阳西工银鑫锦绣港湾南NB900-HLH, 本地小区标识=5, 小区名称=洛阳西工银鑫锦绣港湾南-HFHH-3, eNodeB标识=114770, 小区双工模式=CELL_FDD, 小区标识=69",51139488,4259544,3,0.561,16,16,14,14,0,0,0,7,0,0,5,8,0,0,5,8,0,0,0,0,0,0.022,0.002,0.123,50,1.075,50,0,0,0,0,0,1,0,0
11/20/2020 12:00:00,15,"洛阳嵩县国土资源局1E-HLW","eNodeB名称=洛阳嵩县国土资源局1E-HLW, 本地小区标识=1, 小区名称=洛阳嵩县国土资源局单路1E-HLW, eNodeB标识=103273, 小区双工模式=CELL_TDD, 小区标识=81",371969616,65694448,12,6.668,347,347,482,482,0,0,0,260,6,0,9,0,0,0,9,0,0,0,0,0,0,0.027,0.031,3.072,100,2.747,100,10,10,0,0,0,1,0,0
11/20/2020 12:00:00,15,"洛阳栾川追梦谷F-HLH","eNodeB名称=洛阳栾川追梦谷F-HLH, 本地小区标识=0, 小区名称=洛阳栾川追梦谷F-HLH-1, eNodeB标识=125443, 小区双工模式=CELL_TDD, 小区标识=0",182495184,10919688,4,0.582,22,22,44,44,0,0,0,22,0,0,0,0,2,0,0,0,2,0,0,0,0,0.028,0.004,0.371,100,2.821,100,0,0,0,0,0,0,0,0
11/20/2020 12:00:00,15,"洛阳嵩县上瑶合并站F-HLH","eNodeB名称=洛阳嵩县上瑶合并站F-HLH, 本地小区标识=1, 小区名称=洛阳嵩县上瑶合并站F-HLH-2, eNodeB标识=125715, 小区双工模式=CELL_TDD, 小区标识=1",304852656,15168168,6,1.06,25,25,11,11,0,0,0,6,0,22,0,85,0,22,0,85,0,0,0,0,0,0.026,0.004,0.435,100,2.557,100,1,1,0,0,0,2,0,0
11/20/2020 12:00:00,15,"洛阳嵩县阎庄店上F-HLH","eNodeB名称=洛阳嵩县阎庄店上F-HLH, 本地小区标识=2, 小区名称=洛阳嵩县阎庄店上F-HLH-3, eNodeB标识=102650, 小区双工模式=CELL_TDD, 小区标识=66",1976906752,24166616,9,3.74,110,110,197,197,0,0,0,110,2,49,0,1,0,49,0,1,0,0,0,0,0,0.074,0.009,0.873,100,7.387,100,1,1,0,0,0,0,0,0
11/20/2020 12:00:00,15,"洛阳栾川蛮营F-HLH","eNodeB名称=洛阳栾川蛮营F-HLH, 本地小区标识=12, 小区名称=洛阳栾川蛮营FDD1800-HLH-1, eNodeB标识=11188, 小区双工模式=CELL_FDD, 小区标识=140",1224479552,121249584,22,13.606,469,469,843,841,0,0,0,447,18,53,6,4,0,55,6,4,0,0,0,0,1,0.083,0.09,8.958,100,8.323,100,19,19,0,0,4,10,0,0
11/20/2020 12:00:00,15,"洛阳嵩县防疫站F-HLH","eNodeB名称=洛阳嵩县防疫站F-HLH, 本地小区标识=11, 小区名称=洛阳嵩县防疫站-HFHH-3, eNodeB标识=245891, 小区双工模式=CELL_FDD, 小区标识=11",1219185520,66102376,13,5.614,195,195,321,321,0,0,0,177,8,35,12,9,55,35,12,9,55,0,0,0,0,0.114,0.042,2.109,50,5.679,50,6,6,0,0,0,15,0,0
11/20/2020 12:00:00,15,"洛阳西工银鑫锦绣港湾南NB900-HLH","eNodeB名称=洛阳西工银鑫锦绣港湾南NB900-HLH, 本地小区标识=4, 小区名称=洛阳西工银鑫锦绣港湾南-HFHH-2, eNodeB标识=114770, 小区双工模式=CELL_FDD, 小区标识=68",288823688,15386192,3,0.55,22,22,32,32,0,0,0,16,0,1,4,1,0,1,4,1,0,0,0,0,0,0.041,0.009,0.433,50,2.041,50,0,0,0,0,0,2,0,0
11/20/2020 12:00:00,15,"洛阳嵩县检察院家属院1E-HLW","eNodeB名称=洛阳嵩县检察院家属院1E-HLW, 本地小区标识=1, 小区名称=洛阳嵩县检察院家属院单路1E-HLW, eNodeB标识=103300, 小区双工模式=CELL_TDD, 小区标识=81",7541852176,198369264,35,18.321,933,931,1473,1472,0,2,2,854,20,17,84,0,73,17,84,0,73,0,0,0,0,0.226,0.091,9.135,100,22.641,100,30,30,0,0,2,7,0,0
11/20/2020 12:00:00,15,"洛阳栾川坡前F-HLH","eNodeB名称=洛阳栾川坡前F-HLH, 本地小区标识=0, 小区名称=洛阳栾川坡前F-HLH-1, eNodeB标识=745573, 小区双工模式=CELL_TDD, 小区标识=128",10105784,5660848,3,0.564,34,34,48,46,0,1,1,30,1,0,0,9,0,0,0,9,0,0,0,0,0,0.018,0.005,0.472,100,1.833,100,0,0,0,0,0,0,0,0
11/20/2020 12:00:00,15,"洛阳栾川留岭F-HLH","eNodeB名称=洛阳栾川留岭F-HLH, 本地小区标识=0, 小区名称=洛阳栾川留岭F-HLH-1, eNodeB标识=11083, 小区双工模式=CELL_TDD, 小区标识=128",276191960,47337944,7,2.11,59,58,110,110,0,1,0,55,4,14,0,0,0,14,0,0,0,0,0,0,0,0.027,0.016,1.617,100,2.698,100,2,2,0,0,0,2,0,0
11/20/2020 12:00:00,15,"洛阳栾川追梦谷F-HLH","eNodeB名称=洛阳栾川追梦谷F-HLH, 本地小区标识=1, 小区名称=洛阳栾川追梦谷F-HLH-2, eNodeB标识=125443, 小区双工模式=CELL_TDD, 小区标识=1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0.003,100,1.888,100,0,0,0,0,0,0,0,0
11/20/2020 12:00:00,15,"洛阳嵩县上瑶合并站F-HLH","eNodeB名称=洛阳嵩县上瑶合并站F-HLH, 本地小区标识=2, 小区名称=洛阳嵩县上瑶合并站F-HLH-3, eNodeB标识=125715, 小区双工模式=CELL_TDD, 小区标识=2",327969496,56283880,8,2.519,95,95,67,67,0,1,1,38,0,156,54,72,4,156,54,72,4,0,0,0,0,0.042,0.015,1.457,100,4.16,100,2,2,0,0,0,2,0,0
11/20/2020 12:00:00,15,"洛阳嵩县阎庄水洼F-HLH","eNodeB名称=洛阳嵩县阎庄水洼F-HLH, 本地小区标识=0, 小区名称=洛阳嵩县阎庄水洼F-HLH-1, eNodeB标识=102648, 小区双工模式=CELL_TDD, 小区标识=64",688576840,62354432,9,3.306,141,141,172,172,0,0,0,92,2,105,0,7,0,105,0,7,0,0,0,0,0,0.065,0.026,2.609,100,6.502,100,2,2,0,0,0,1,0,0
11/20/2020 12:00:00,15,"洛阳洛宁杨坡城头-HFHH","eNodeB名称=洛阳洛宁杨坡城头-HFHH, 本地小区标识=13, 小区名称=洛阳洛宁杨坡城头-HFHH-2, eNodeB标识=741942, 小区双工模式=CELL_FDD, 小区标识=77",3004932912,183569008,17,11.062,292,292,518,518,0,0,0,289,12,0,0,3,0,0,0,3,0,0,0,0,0,0.152,0.037,1.826,50,7.59,50,3,3,0,0,0,3,0,0
11/20/2020 12:00:00,15,"洛阳栾川蛮营F-HLH","eNodeB名称=洛阳栾川蛮营F-HLH, 本地小区标识=0, 小区名称=洛阳栾川蛮营F-HLH-1, eNodeB标识=11188, 小区双工模式=CELL_TDD, 小区标识=128",727372176,20983248,9,2.2,47,47,64,64,0,0,0,42,5,44,16,3,0,44,16,3,0,0,0,0,0,0.064,0.006,0.606,100,6.361,100,1,1,0,0,0,2,0,0
11/20/2020 12:00:00,15,"洛阳嵩县纸坊村F-HLH","eNodeB名称=洛阳嵩县纸坊村F-HLH, 本地小区标识=0, 小区名称=洛阳嵩县纸坊村F-HLH-1, eNodeB标识=102722, 小区双工模式=CELL_TDD, 小区标识=64",674494800,135928192,19,11.389,351,351,568,568,0,1,0,336,13,24,6,88,0,24,6,88,0,0,0,0,0,0.069,0.038,3.84,100,6.94,100,9,9,0,0,0,9,0,0
11/20/2020 12:00:00,15,"洛阳西工富卓商务NB900-HLH","eNodeB名称=洛阳西工富卓商务NB900-HLH, 本地小区标识=5, 小区名称=洛阳西工富卓商务-HFHH-3, eNodeB标识=114914, 小区双工模式=CELL_FDD, 小区标识=69",475756752,63993472,20,8.823,167,166,228,226,0,1,0,122,9,0,29,52,0,0,29,52,0,0,0,0,0,0.099,0.053,1.317,25,2.465,25,2,2,0,0,0,14,0,0
11/20/2020 12:00:00,15,"洛阳嵩县九丈沟F-HLH","eNodeB名称=洛阳嵩县九丈沟F-HLH, 本地小区标识=26, 小区名称=洛阳嵩县九丈沟-HFHH-3, eNodeB标识=10826, 小区双工模式=CELL_FDD, 小区标识=190",246303824,13094888,4,0.899,11,11,19,19,0,0,0,11,2,0,1,8,0,0,1,8,0,0,0,0,0,0.061,0.006,0.304,50,3.049,50,0,0,0,0,0,3,0,0
11/20/2020 12:00:00,15,"洛阳栾川坡前F-HLH","eNodeB名称=洛阳栾川坡前F-HLH, 本地小区标识=1, 小区名称=洛阳栾川坡前F-HLH-2, eNodeB标识=745573, 小区双工模式=CELL_TDD, 小区标识=129",32655632,4126704,4,1.466,81,81,112,112,0,0,0,81,1,3,0,10,0,3,0,10,0,0,0,0,0,0.018,0.004,0.426,100,1.842,100,2,2,0,0,0,0,0,0
11/20/2020 12:00:00,15,"洛阳栾川留岭F-HLH","eNodeB名称=洛阳栾川留岭F-HLH, 本地小区标识=1, 小区名称=洛阳栾川留岭F-HLH-2, eNodeB标识=11083, 小区双工模式=CELL_TDD, 小区标识=129",34740872,12339896,7,2.321,62,62,110,110,0,0,0,60,2,0,0,4,0,0,0,4,0,0,0,0,0,0.02,0.006,0.602,100,2.035,100,0,0,0,0,0,1,0,0
11/20/2020 12:00:00,15,"洛阳栾川龙王撞F-HLH","eNodeB名称=洛阳栾川龙王撞F-HLH, 本地小区标识=0, 小区名称=洛阳栾川龙王撞F-HLH-1, eNodeB标识=10781, 小区双工模式=CELL_TDD, 小区标识=128",1901966616,85593448,9,5.164,97,97,167,167,0,0,0,96,5,11,0,8,0,11,0,8,0,0,0,0,0,0.077,0.021,2.111,100,7.725,100,6,6,0,0,0,0,0,0
11/20/2020 12:00:00,15,"洛阳嵩县纸房秋盘西F-HLH","eNodeB名称=洛阳嵩县纸房秋盘西F-HLH, 本地小区标识=14, 小区名称=洛阳嵩县纸房秋盘西FDD1800-HLH-3, eNodeB标识=102658, 小区双工模式=CELL_FDD, 小区标识=78",3988856,151600,1,0.133,11,11,20,20,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0.033,100,0.69,100,0,0,0,0,0,0,0,0
11/20/2020 12:00:00,15,"洛阳嵩县阎庄水洼F-HLH","eNodeB名称=洛阳嵩县阎庄水洼F-HLH, 本地小区标识=1, 小区名称=洛阳嵩县阎庄水洼F-HLH-2, eNodeB标识=102648, 小区双工模式=CELL_TDD, 小区标识=65",3313896,779744,2,0.203,11,11,4,4,0,0,0,4,1,3,0,7,0,3,0,7,0,0,0,0,0,0.016,0.001,0.074,100,1.606,100,0,0,0,0,0,2,0,0
11/20/2020 12:00:00,15,"洛阳栾川上岭F-HLH","eNodeB名称=洛阳栾川上岭F-HLH, 本地小区标识=0, 小区名称=洛阳栾川上岭F-HLH-1, eNodeB标识=236100, 小区双工模式=CELL_TDD, 小区标识=0",1528452448,47490440,14,3.827,88,88,123,123,0,0,0,67,1,107,0,42,2,107,0,42,2,0,0,0,0,0.081,0.016,1.628,100,8.115,100,5,5,0,0,0,13,0,0
11/20/2020 12:00:00,15,"洛阳洛宁杨坡城头-HFHH","eNodeB名称=洛阳洛宁杨坡城头-HFHH, 本地小区标识=12, 小区名称=洛阳洛宁杨坡城头-HFHH-1, eNodeB标识=741942, 小区双工模式=CELL_FDD, 小区标识=76",6974764552,360188840,47,32.651,693,692,1212,1212,0,4,0,680,36,32,0,2,0,32,0,2,0,0,0,0,0,0.375,0.112,5.592,50,18.739,50,11,11,0,0,4,25,0,0
11/20/2020 12:00:00,15,"洛阳栾川蛮营F-HLH","eNodeB名称=洛阳栾川蛮营F-HLH, 本地小区标识=1, 小区名称=洛阳栾川蛮营F-HLH-2, eNodeB标识=11188, 小区双工模式=CELL_TDD, 小区标识=129",3122349424,671417256,27,15.563,317,317,525,525,0,1,0,290,16,30,89,0,0,30,89,0,0,0,0,0,0,0.166,0.13,12.971,100,16.583,100,8,8,0,0,1,25,0,0
11/20/2020 12:00:00,15,"洛阳洛宁罗岭贾村F-HLH","eNodeB名称=洛阳洛宁罗岭贾村F-HLH, 本地小区标识=2, 小区名称=洛阳洛宁罗岭贾村F-HLH-3, eNodeB标识=11737, 小区双工模式=CELL_TDD, 小区标识=130",571968,302768,3,0.339,39,39,42,42,0,0,0,29,0,6,0,0,0,6,0,0,0,0,0,0,0,0.016,0.001,0.062,100,1.628,100,0,0,0,0,0,0,0,0
11/20/2020 12:00:00,15,"洛阳嵩县纸坊村F-HLH","eNodeB名称=洛阳嵩县纸坊村F-HLH, 本地小区标识=1, 小区名称=洛阳嵩县纸坊村F-HLH-2, eNodeB标识=102722, 小区双工模式=CELL_TDD, 小区标识=65",9001832056,537278080,52,39.18,1085,1084,1803,1803,0,4,1,981,38,444,34,43,0,444,34,43,0,0,0,0,1,0.496,0.225,22.499,100,49.594,100,16,16,0,0,0,17,0,0
11/20/2020 12:00:00,15,"洛阳西工富卓商务NB900-HLH","eNodeB名称=洛阳西工富卓商务NB900-HLH, 本地小区标识=4, 小区名称=洛阳西工富卓商务-HFHH-2, eNodeB标识=114914, 小区双工模式=CELL_FDD, 小区标识=68",928991536,92351560,14,7.477,224,223,250,250,0,1,0,134,10,0,75,82,0,0,76,82,0,0,0,0,0,0.149,0.062,1.562,25,3.736,25,6,6,0,0,1,16,0,0
11/20/2020 12:00:00,15,"洛阳嵩县万村FDD1800-HLH","eNodeB名称=洛阳嵩县万村FDD1800-HLH, 本地小区标识=14, 小区名称=洛阳嵩县万村FDD1800-HLH-3, eNodeB标识=741467, 小区双工模式=CELL_FDD, 小区标识=78",81947520,9233048,6,1.849,102,102,198,198,0,0,0,102,1,0,9,5,0,0,9,5,0,0,0,0,0,0.013,0.003,0.319,100,1.316,100,3,3,0,0,0,0,0,0
11/20/2020 12:00:00,15,"洛阳栾川坡前FDD900-HLH","eNodeB名称=洛阳栾川坡前FDD900-HLH, 本地小区标识=7, 小区名称=洛阳栾川坡前FDD900-HLH-2, eNodeB标识=738395, 小区双工模式=CELL_FDD, 小区标识=71",241857456,12139288,4,1.224,35,35,69,69,0,0,0,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.013,0.631,50,1.237,50,1,1,0,0,0,1,0,0
11/20/2020 12:00:00,15,"洛阳栾川留岭F-HLH","eNodeB名称=洛阳栾川留岭F-HLH, 本地小区标识=2, 小区名称=洛阳栾川留岭F-HLH-3, eNodeB标识=11083, 小区双工模式=CELL_TDD, 小区标识=130",25961056,55463824,5,1.716,42,41,76,76,0,0,0,40,1,7,0,4,0,7,0,4,0,0,0,0,0,0.022,0.032,3.151,100,2.192,100,0,0,0,0,0,0,0,0
11/20/2020 12:00:00,15,"洛阳栾川龙王撞F-HLH","eNodeB名称=洛阳栾川龙王撞F-HLH, 本地小区标识=1, 小区名称=洛阳栾川龙王撞F-HLH-2, eNodeB标识=10781, 小区双工模式=CELL_TDD, 小区标识=129",11406200,2873416,4,1.181,84,84,152,152,0,0,0,83,1,0,0,6,0,0,0,6,0,0,0,0,0,0.019,0.002,0.164,100,1.929,100,1,1,0,0,0,0,0,0
11/20/2020 12:00:00,15,"洛阳嵩县阎庄水洼F-HLH","eNodeB名称=洛阳嵩县阎庄水洼F-HLH, 本地小区标识=2, 小区名称=洛阳嵩县阎庄水洼F-HLH-3, eNodeB标识=102648, 小区双工模式=CELL_TDD, 小区标识=66",1563009088,35733584,7,2.853,67,67,113,113,0,0,0,60,1,30,0,3,0,30,0,3,0,0,0,0,0,0.073,0.02,1.971,100,7.331,100,1,1,0,0,0,2,0,0
11/20/2020 12:00:00,15,"洛阳栾川上岭F-HLH","eNodeB名称=洛阳栾川上岭F-HLH, 本地小区标识=1, 小区名称=洛阳栾川上岭F-HLH-2, eNodeB标识=236100, 小区双工模式=CELL_TDD, 小区标识=1",3325952408,114924936,22,8.898,187,187,269,269,0,0,0,184,8,98,0,18,59,98,0,18,59,0,0,0,0,0.125,0.041,4.054,100,12.491,100,3,3,0,0,0,6,0,0
11/20/2020 12:00:00,15,"洛阳洛宁马店沙陀-HFHH","eNodeB名称=洛阳洛宁马店沙陀-HFHH, 本地小区标识=13, 小区名称=洛阳洛宁马店沙陀-HFHH-2, eNodeB标识=738462, 小区双工模式=CELL_FDD, 小区标识=77",270032,283800,2,0.433,21,21,21,21,0,0,0,20,0,1,0,13,0,1,1,13,0,0,0,0,0,0.015,0.002,0.123,50,0.734,50,0,0,0,0,0,0,0,0
11/20/2020 12:00:00,15,"洛阳栾川蛮营F-HLH","eNodeB名称=洛阳栾川蛮营F-HLH, 本地小区标识=2, 小区名称=洛阳栾川蛮营F-HLH-3, eNodeB标识=11188, 小区双工模式=CELL_TDD, 小区标识=130",20041392,7047856,6,1.159,68,67,90,90,0,0,0,64,0,6,0,2,0,6,0,2,0,0,0,0,0,0.021,0.008,0.847,100,2.091,100,3,3,0,0,0,2,0,0
11/20/2020 12:00:00,15,"洛阳洛宁罗岭贾村F-HLH","eNodeB名称=洛阳洛宁罗岭贾村F-HLH, 本地小区标识=1, 小区名称=洛阳洛宁罗岭贾村F-HLH-2, eNodeB标识=11737, 小区双工模式=CELL_TDD, 小区标识=129",670680,553720,3,0.661,70,70,73,73,0,0,0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.001,0.088,100,1.621,100,0,0,0,0,0,0,0,0
11/20/2020 12:00:00,15,"洛阳栾川碧水青川F-HLH","eNodeB名称=洛阳栾川碧水青川F-HLH, 本地小区标识=13, 小区名称=洛阳栾川碧水青川FDD1800-HLH-2, eNodeB标识=245809, 小区双工模式=CELL_FDD, 小区标识=13",9409045008,361730800,44,31.448,1222,1222,2246,2246,0,0,0,1198,33,116,0,62,0,116,0,62,0,0,0,0,0,0.286,0.06,6.001,100,28.616,100,37,37,0,0,4,18,0,0
11/20/2020 12:00:00,15,"洛阳嵩县纸坊村F-HLH","eNodeB名称=洛阳嵩县纸坊村F-HLH, 本地小区标识=2, 小区名称=洛阳嵩县纸坊村F-HLH-3, eNodeB标识=102722, 小区双工模式=CELL_TDD, 小区标识=66",6409989488,402130456,69,53.232,1897,1892,3028,3027,0,4,1,1703,56,421,61,61,0,421,61,61,0,0,0,0,0,0.279,0.201,20.053,100,27.878,100,22,22,0,0,1,32,0,0
11/20/2020 12:00:00,15,"洛阳西工郭寨村NB900-HLH","eNodeB名称=洛阳西工郭寨村NB900-HLH, 本地小区标识=5, 小区名称=洛阳西工郭寨村-HFHH-3, eNodeB标识=114730, 小区双工模式=CELL_FDD, 小区标识=69",124881360,37130776,8,1.959,80,80,101,101,0,0,0,63,1,0,48,0,0,0,48,0,0,0,0,0,0,0.056,0.022,0.54,25,1.409,25,0,0,0,0,0,0,0,0
11/20/2020 12:00:00,15,"洛阳栾川孤山沟F-HLH","eNodeB名称=洛阳栾川孤山沟F-HLH, 本地小区标识=6, 小区名称=洛阳栾川孤山沟D-HLH-1, eNodeB标识=254425, 小区双工模式=CELL_TDD, 小区标识=6",5224165864,320625368,71,44.618,2554,2553,4177,4177,0,8,0,2533,54,389,103,51,317,389,103,51,318,3,0,0,0,0.268,0.227,22.741,100,26.785,100,41,41,0,0,5,44,0,0
11/20/2020 12:00:00,15,"洛阳栾川坡前FDD900-HLH","eNodeB名称=洛阳栾川坡前FDD900-HLH, 本地小区标识=6, 小区名称=洛阳栾川坡前FDD900-HLH-1, eNodeB标识=738395, 小区双工模式=CELL_FDD, 小区标识=70",107167784,6336032,4,0.601,30,30,34,34,0,0,0,29,4,0,0,2,0,0,0,2,0,0,0,0,0,0.03,0.005,0.23,50,1.475,50,0,0,0,0,0,0,0,0
11/20/2020 12:00:00,15,"洛阳栾川龙王撞F-HLH","eNodeB名称=洛阳栾川龙王撞F-HLH, 本地小区标识=2, 小区名称=洛阳栾川龙王撞F-HLH-3, eNodeB标识=10781, 小区双工模式=CELL_TDD, 小区标识=130",1073877488,24111648,5,2.087,22,21,30,30,0,0,0,19,2,11,0,3,0,11,0,3,0,0,0,0,0,0.045,0.006,0.643,100,4.545,100,0,0,0,0,0,2,0,0
11/20/2020 12:00:00,15,"洛阳嵩县纸房秋盘西F-HLH","eNodeB名称=洛阳嵩县纸房秋盘西F-HLH, 本地小区标识=12, 小区名称=洛阳嵩县纸房秋盘西FDD1800-HLH-1, eNodeB标识=102658, 小区双工模式=CELL_FDD, 小区标识=76",1170651232,38485200,9,4.578,190,190,284,284,0,0,0,181,4,0,0,0,0,0,0,0,0,0,0,0,0,0.191,0.017,1.73,100,19.052,100,0,0,0,0,0,0,0,0
11/20/2020 12:00:00,15,"洛阳栾川上河F-HLH","eNodeB名称=洛阳栾川上河F-HLH, 本地小区标识=0, 小区名称=洛阳栾川上河F-HLH-1, eNodeB标识=273415, 小区双工模式=CELL_TDD, 小区标识=128",24526680,6182688,3,0.616,17,17,33,33,0,0,0,17,1,2,0,38,0,2,0,38,0,0,0,0,0,0.019,0.002,0.248,100,1.888,100,1,1,0,0,0,3,0,0
